Genome project	Gene stable ID
caenorhabditis_brenneri	WBGene00139113
caenorhabditis_brenneri	WBGene00139114
caenorhabditis_brenneri	WBGene00139115
caenorhabditis_brenneri	WBGene00139116
caenorhabditis_brenneri	WBGene00139117
caenorhabditis_brenneri	WBGene00139118
caenorhabditis_brenneri	WBGene00139119
caenorhabditis_brenneri	WBGene00139120
caenorhabditis_brenneri	WBGene00139121
caenorhabditis_brenneri	WBGene00139122
caenorhabditis_brenneri	WBGene00139123
caenorhabditis_brenneri	WBGene00139124
caenorhabditis_brenneri	WBGene00139125
caenorhabditis_brenneri	WBGene00139126
caenorhabditis_brenneri	WBGene00139127
caenorhabditis_brenneri	WBGene00139128
caenorhabditis_brenneri	WBGene00139129
caenorhabditis_brenneri	WBGene00139130
caenorhabditis_brenneri	WBGene00139131
caenorhabditis_brenneri	WBGene00139132
caenorhabditis_brenneri	WBGene00139133
caenorhabditis_brenneri	WBGene00139134
caenorhabditis_brenneri	WBGene00139135
caenorhabditis_brenneri	WBGene00139136
caenorhabditis_brenneri	WBGene00139137
caenorhabditis_brenneri	WBGene00139138
caenorhabditis_brenneri	WBGene00139139
caenorhabditis_brenneri	WBGene00139140
caenorhabditis_brenneri	WBGene00139141
caenorhabditis_brenneri	WBGene00139142
caenorhabditis_brenneri	WBGene00139143
caenorhabditis_brenneri	WBGene00139144
caenorhabditis_brenneri	WBGene00139145
caenorhabditis_brenneri	WBGene00139146
caenorhabditis_brenneri	WBGene00139147
caenorhabditis_brenneri	WBGene00139148
caenorhabditis_brenneri	WBGene00139149
caenorhabditis_brenneri	WBGene00139150
caenorhabditis_brenneri	WBGene00139152
caenorhabditis_brenneri	WBGene00139153
caenorhabditis_brenneri	WBGene00139154
caenorhabditis_brenneri	WBGene00139155
caenorhabditis_brenneri	WBGene00139156
caenorhabditis_brenneri	WBGene00139157
caenorhabditis_brenneri	WBGene00139158
caenorhabditis_brenneri	WBGene00139159
caenorhabditis_brenneri	WBGene00139160
caenorhabditis_brenneri	WBGene00139161
caenorhabditis_brenneri	WBGene00139162
caenorhabditis_brenneri	WBGene00139163
caenorhabditis_brenneri	WBGene00139164
caenorhabditis_brenneri	WBGene00139165
caenorhabditis_brenneri	WBGene00139166
caenorhabditis_brenneri	WBGene00139167
caenorhabditis_brenneri	WBGene00139168
caenorhabditis_brenneri	WBGene00139169
caenorhabditis_brenneri	WBGene00139170
caenorhabditis_brenneri	WBGene00139171
caenorhabditis_brenneri	WBGene00139172
caenorhabditis_brenneri	WBGene00139173
caenorhabditis_brenneri	WBGene00139174
caenorhabditis_brenneri	WBGene00139175
caenorhabditis_brenneri	WBGene00139176
caenorhabditis_brenneri	WBGene00139177
caenorhabditis_brenneri	WBGene00139178
caenorhabditis_brenneri	WBGene00139180
caenorhabditis_brenneri	WBGene00139181
caenorhabditis_brenneri	WBGene00139182
caenorhabditis_brenneri	WBGene00139183
caenorhabditis_brenneri	WBGene00139184
caenorhabditis_brenneri	WBGene00139185
caenorhabditis_brenneri	WBGene00139186
caenorhabditis_brenneri	WBGene00139187
caenorhabditis_brenneri	WBGene00139188
caenorhabditis_brenneri	WBGene00139189
caenorhabditis_brenneri	WBGene00139190
caenorhabditis_brenneri	WBGene00139191
caenorhabditis_brenneri	WBGene00139192
caenorhabditis_brenneri	WBGene00139193
caenorhabditis_brenneri	WBGene00139194
caenorhabditis_brenneri	WBGene00139195
caenorhabditis_brenneri	WBGene00139196
caenorhabditis_brenneri	WBGene00139197
caenorhabditis_brenneri	WBGene00139198
caenorhabditis_brenneri	WBGene00139199
caenorhabditis_brenneri	WBGene00139200
caenorhabditis_brenneri	WBGene00139201
caenorhabditis_brenneri	WBGene00139202
caenorhabditis_brenneri	WBGene00139203
caenorhabditis_brenneri	WBGene00139204
caenorhabditis_brenneri	WBGene00139205
caenorhabditis_brenneri	WBGene00139206
caenorhabditis_brenneri	WBGene00139207
caenorhabditis_brenneri	WBGene00139208
caenorhabditis_brenneri	WBGene00139209
caenorhabditis_brenneri	WBGene00139210
caenorhabditis_brenneri	WBGene00139211
caenorhabditis_brenneri	WBGene00139212
caenorhabditis_brenneri	WBGene00139213
caenorhabditis_brenneri	WBGene00139214
caenorhabditis_brenneri	WBGene00139215
